asset_url,ext,used_on_pages
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1228x900_v-fms_webp_af2d4da4-5163-4eeb-a4a5-10497c37478d_small.webp",webp,"/news_contents/fieldworkers_LA-Eye"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1248x1770_v-fms_webp_bb501dbd-3af2-45a4-adb9-09d552359a44.png",png,"/news_contents/euDlXpBw"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1248x1770_v-fms_webp_bb501dbd-3af2-45a4-adb9-09d552359a44_middle.webp",webp,"/news_contents/euDlXpBw"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1270x714_v-fms_webp_6fdbd131-0343-451d-92ba-739808334d51.png",png,"/news_contents/xk661-eM"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1270x714_v-fms_webp_6fdbd131-0343-451d-92ba-739808334d51_small.webp",webp,"/news_contents/xk661-eM"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1273x433_v-fms_webp_8142bd99-0d34-4703-8203-31102969350e.jpg",jpg,"/news_contents/hotalux"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1273x433_v-fms_webp_8142bd99-0d34-4703-8203-31102969350e_small.webp",webp,"/news_contents/hotalux"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_01c5f416-63e7-4e0b-8b97-c68ebcec1ea0_middle.webp",webp,"/news_contents/shindan_nagasaki"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_2581fe92-2ef3-4df8-8ab9-6bed6ad82de1_middle.webp",webp,"/news_contents/report_nishinihon_seizou_gijutsu_innovation_2025"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_2cb93f76-c9a0-43c2-9113-6c4c2ad33c45_middle.webp",webp,"/news_contents/dx_navi"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_3e5e0ad6-64f0-453e-9e22-d49a41eed540_middle.webp",webp,"/news_contents/kix_regional"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_44ee925f-d0dd-4a23-a3b2-150b0210b5a6_middle.webp",webp,"/news_contents/mirai_kigyou_nagasaki"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_460a9494-5a0c-4c85-92d9-169a04e0600c_middle.webp",webp,"/news_contents/nagasaki-kadai"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_4aeed6e4-61a9-4a79-b796-f5ba60fe5654_middle.webp",webp,"/news_contents/LA-Eye_release_0-0-10"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_4aeed6e4-61a9-4a79-b796-f5ba60fe5654_small.webp",webp,"/category/other;/category/technology"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_53c050d9-fb41-48e3-af75-030de4304ffd_middle.webp",webp,"/news_contents/LA-Eye_release_0-0-8"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_53c050d9-fb41-48e3-af75-030de4304ffd_small.webp",webp,"/category/other;/category/technology"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_76bdc714-af67-48cc-b6be-b931530c33d1_middle.webp",webp,"/news_contents/LA-Eye_release_0-0-9"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_76bdc714-af67-48cc-b6be-b931530c33d1_small.webp",webp,"/category/other;/category/technology"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_856deab4-8203-45c1-b4eb-7da81bcb5e9a_middle.webp",webp,"/news_contents/expert_seminar"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_b8d039f4-01cf-42b0-b978-7f9305dd2072_middle.webp",webp,"/news_contents/LA-Eye_release_0-0-7"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_bb98e9d3-4287-4ffc-8595-330f78fdb8e6_middle.webp",webp,"/news_contents/250704_nishinihon_seizou_gijutsu_innovation_2025"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_c689fb13-c5fc-4b93-ae05-b224425a11cb_middle.webp",webp,"/news_contents/250702_nishinihon_seizou_gijutsu_innovation_2025"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_cd53510b-d457-49eb-978b-b9077a797640_middle.webp",webp,"/news_contents/LA-Eye_release_0-0-13"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_cd53510b-d457-49eb-978b-b9077a797640_small.webp",webp,"/category/other;/category/technology"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_d12afe34-384d-481b-a2e5-ae2786ce5905_middle.webp",webp,"/news_contents/LA-Eye_release_0-0-11"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_d12afe34-384d-481b-a2e5-ae2786ce5905_small.webp",webp,"/category/other;/category/technology"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_d266856c-5898-4afb-ad13-6981ab556b4d_middle.webp",webp,"/news_contents/startup_seminar"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_de4392a0-6c55-4b18-919f-fbedb608e6be_middle.webp",webp,"/news_contents/dx_seminar"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_f2d0002c-d6c3-4ff0-952b-5e046ad4129e_middle.webp",webp,"/news_contents/innovation-highschool"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_faf0281c-0e74-486c-8125-2564cdb7c3f5_middle.webp",webp,"/news_contents/nishinihon_seizou_gijutsu_innovation_2025"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_fb06cfe2-88ff-4f57-a83c-089b40acce04_middle.webp",webp,"/news_contents/LA-Eye_release_0-0-12"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x670_v-fms_webp_fb06cfe2-88ff-4f57-a83c-089b40acce04_small.webp",webp,"/category/other;/category/technology"
"https://storage.googleapis.com/studio-cms-assets/projects/NxqgdRVEa1/s-1280x720_5dbe0710-3d09-4f87-9464-8d360f27431f.webp",webp,"/news_contents/direct_sales_growth"
